city_key,city_ko,developer_country,developer_count,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,downloads_2025_cn_ios,top_developers,top_games,genres,genre_search_text,lon,lat,is_precise_city
Changchun,창춘,China,1,4,5111108.33,7155551.6620000005,2025 중국 iOS+AOS 추정 순매출,1959919,"Changchun Dingyuan Network Technology Co., Ltd.","微乐斗地主移动版-掼蛋欢乐版天天棋牌全集, 微乐四川麻将移动版-乡村爱情故事联动, 微乐家乡麻将-欢乐地方棋牌游戏合集来了, 微乐捕鱼千炮版-捕鱼游戏王街机大全",Casino,"Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting",125.3235,43.8171,True
Suzhou,쑤저우,China,9,27,4107963.37,5751148.717999999,2025 중국 iOS+AOS 추정 순매출,612237,"Suzhou Juhe Network Technology Co.,Limited, Suzhou Snail Digital Technology Co., Ltd, 广州多益网络股份有限公司, Suzhou ForceForever Inc, 悦 张, Suzhou Lezhi Software Technology Co., Ltd., SUZHOU MOBILE GAMES INTERNET INFROMATION TECHNOLOGY CO.,LTD, Suzhou  sector 51 Network Technology  Co., Ltd., Suzhou Xinda thinking Software Technology Co. Ltd.","敢达 争锋对决, 太极熊猫, 九阴-南宫世家 重出江湖, 九阴真经3D, 梦想世界, 天子手游, 无极仙途：道侣相伴，挂机修仙, 重生之最强输出, 我在神界刷装备-超爽肉鸽塔防, Great Conqueror: Rome","Action, RPG, Strategy, Simulation","Action Fighting 액션 动作 격투 格斗 액션 / 격투 · 动作 / 格斗 · Action / Fighting, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Action Hack and Slash 액션 动作 핵앤슬래시 砍杀 액션 / 핵앤슬래시 · 动作 / 砍杀 · Action / Hack and Slash, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, RPG Survival RPG/역할수행 角色扮演 서바이벌 生存 RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, Strategy Real-Time Strategy 전략 策略 실시간 전략 即时战略 전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy",120.5853,31.2989,True
Wuxi,우시,China,1,2,2378018.98,3329226.5719999997,2025 중국 iOS+AOS 추정 순매출,108602,杭州盛迈通信技术有限公司,"射雕, 云・射雕",RPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,120.3119,31.4912,True
Ningbo,닝보,China,2,8,1243659.1400000001,1741122.796,2025 중국 iOS+AOS 추정 순매출,34764,"Ningbo Baison Software Co.,Ltd, Ningbo Keying Technology Co., Ltd","宁波斗地主-宁波游戏大厅, 象山麻将-推倒胡, 慈溪麻将-慈溪人都在玩, 奉化麻将-奉化人都在玩, 宁波麻将-宁波本地百万牌友, 宁波地主-宁波本地棋牌合集, 嗨玩干瞪眼, 奉化明扣-宁波特色双扣",Casino,"Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Casino Poker 카지노 博彩/棋牌 포커 扑克 카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker",121.5504,29.8746,True
Hunan,후난,China,8,14,1083150.8800000001,1516411.2319999998,2025 중국 iOS+AOS 추정 순매출,470529,"Hunan Caohua Interactive Network Technology Co., Ltd., 方圆电子音像出版社有限责任公司, Hunan HRG Information Technology Co.,Limited, Hunan Coldplay Interactive Entertainment Network Technology Co. LTD, 辽宁电子出版社有限责任公司, 湖南快乐芒果互娱科技有限公司, 湖南草花互动网络科技有限公司, Hunan Babaliuliu Network Technology Co., Ltd","荒野迷城-打造末日安全屋, 友旗碰胡-血流跑胡子, 啪啪三国2-三国策略战争手游, 友旗麻将-全民竞技, 帝国：权杖与文明, 永恒岛-初心之约, 屠龙决战沙城移动版, 烈火坦克, 向往的生活-官方手游, 了不起的修仙模拟器","Strategy, Casino, RPG, Shooter, Simulation","Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Shooter FPS / 3PS 슈팅 射击 FPS/TPS 第一/第三人称射击 슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG",112.9823,28.1941,False
Xi'an,시안,China,7,9,945928.66,1324300.1239999998,2025 중국 iOS+AOS 추정 순매출,741998,"江西高校出版社有限责任公司, Hainan Chuangxiang Network Technology Co., Ltd, Changsha Youxian Network Technology Co. Ltd., Hainan Hengxiangwan Network Technology Co., Ltd., Xian Diankou Software Technology Co., Ltd., 河北冠林数字出版有限公司, 黑龙江龙华数字出版股份有限公司","自在江湖, 传奇1.76怀旧版-赤血屠龙, 微壳三打哈-湖南人爱玩的棋牌游戏, 永暮幻想, 花花填色：Paint by Number, 千古江湖梦, MU归来-卓越传说之仙魔神迹, 终末之歌, 武功来了-寻道修仙","RPG, Casino, Strategy","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense",108.9398,34.3416,True
Jiangxi,장시,China,3,5,940250.13,1316350.182,2025 중국 iOS+AOS 추정 순매출,237334,"Jiangxi Fun Information Technology Co., Ltd., 江西中至科技有限公司, Jiangxi Baiyu Information Technology Co., Ltd.","原始传奇-正版授权经典传奇手游, 中至麻将, 中至赣牌圈—江西麻将合集, 中至二人—棋牌合集, 封神录-我要修仙神话卡牌手游","RPG, Casino","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG",115.8582,28.6829,False
Hefei,허페이,China,2,6,719417.96,1007185.144,2025 중국 iOS+AOS 추정 순매출,289433,"Hefei HuaLe Interactive Information Technology Co., Ltd., Hefei ChangLe Interactive Information Technology Co., Ltd","奥特曼传奇英雄 - 5V5对战格斗游戏, 火线出击 - 战争怒吼, 奥特曼传奇英雄VIP版, 奥特曼王者传奇 - 官方正版格斗卡牌, 奥特曼热血英雄 - 正版授权英雄集结, 全民奥特曼之银河英雄","Strategy, Shooter, RPG","Strategy MOBA 전략 策略 MOBA 多人在线战术竞技 전략 / MOBA · 策略 / 多人在线战术竞技 · Strategy / MOBA, Shooter FPS / 3PS 슈팅 射击 FPS/TPS 第一/第三人称射击 슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG",117.2272,31.8206,True
Shenyang,선양,China,3,4,516740.35,723436.4899999999,2025 중국 iOS+AOS 추정 순매출,596033,"Shenyang SiRu Technology Co., Ltd., Shenyang Qingyu Information Technology Co., Ltd., Shenyang Zongyi Technology Co., Ltd","捕鱼风暴-Fishing Game Casino, 经典捕鱼-打魚街机游戏达人捕鱼欢乐新纪元, 斗地主经典版-Landlord vs Farmers, 糖果拼乐拼-单机消消除天天欢乐版","Casino, Puzzle","Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap",123.4315,41.8057,True
Jinan,지난,China,1,1,506681.02,709353.428,2025 중국 iOS+AOS 추정 순매출,10210,北京科海电子出版社,万人捕鱼-gold fishing games,Casino,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,117.1201,36.6512,True
Fujian,푸젠,China,2,3,474235.83999999997,663930.176,2025 중국 iOS+AOS 추정 순매출,119827,"Fujian TQ Interactive Entertainment Co., Ltd., 方圆电子音像出版社有限责任公司","英魂之刃-5V5公平竞技MOBA手游, 航海与家园, 英魂之刃战略版",Strategy,"Strategy MOBA 전략 策略 MOBA 多人在线战术竞技 전략 / MOBA · 策略 / 多人在线战术竞技 · Strategy / MOBA, Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy",119.2951,26.1008,False
Dongguan,둥관,China,1,1,441027.92,617439.088,2025 중국 iOS+AOS 추정 순매출,20464,"Hainan dongguana Network Technology Co., Ltd.",山海经之名剑录-狂暴异兽进阶版,RPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,103.8343,36.0611,False
Sichuan,쓰촨,China,2,3,318227.5,445518.5,2025 중국 iOS+AOS 추정 순매출,596606,"重庆聚购科技发展有限公司, 杭州电魂网络科技股份有限公司, 深圳中青宝互动网络股份有限公司","开放空间, 非日常邂逅故事, 玛娜希斯回响-二次元冒险手游","RPG, Simulation","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, RPG Open World Adventure RPG/역할수행 角色扮演 오픈월드 어드벤처 开放世界冒险 RPG/역할수행 / 오픈월드 어드벤처 · 角色扮演 / 开放世界冒险 · RPG / Open World Adventure",104.0759,30.6517,False
Nanjing,난징,China,3,4,244795.88,342714.23199999996,2025 중국 iOS+AOS 추정 순매출,41778,"北京畅元国讯科技有限公司, 河北冠林数字出版有限公司, 辽宁电子出版社有限责任公司, Nanjing Yunjie Shoudao Technology Co., Ltd.","天天爱掼蛋, 全民养成之女皇陛下, 卿云之上, 装甲警戒","Casino, Strategy","Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Strategy Empire Simulation 전략 策略 제국 시뮬레이션 帝国模拟 전략 / 제국 시뮬레이션 · 策略 / 帝国模拟 · Strategy / Empire Simulation, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy",118.7969,32.0603,True
Jiangsu,장쑤,China,4,4,167331.22999999998,234263.72199999995,2025 중국 iOS+AOS 추정 순매출,79233,"远 程, Jiangsu Kuaiyou Network Technology Co.,Ltd, 海龙 王, 瑀璐 陈","Angel Legion, 千年盛世OL, Moto Rope, Makeup Slime - Fluffy Slime","RPG, Racing, Simulation","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Racing Arcade Racing 레이싱 竞速 아케이드 레이싱 街机竞速 레이싱 / 아케이드 레이싱 · 竞速 / 街机竞速 · Racing / Arcade Racing, Simulation Simulator 시뮬레이션 模拟经营 시뮬레이터 模拟器 시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator",118.7632,32.0617,False
Hebei,허베이,China,2,3,163998.04,229597.256,2025 중국 iOS+AOS 추정 순매출,7650,"Hebei Shengshi Qianyue Network Technology Co., Ltd., Hebei Youguo Network Technology Co., Ltd.","千月麻将-无限胡, 被尘封的故事, 致命狙击 归来","Casino, RPG, Shooter","Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Shooter Sniper 슈팅 射击 스나이퍼 狙击 슈팅 / 스나이퍼 · 射击 / 狙击 · Shooter / Sniper",114.5149,38.0428,False
Shandong,산둥,China,1,1,152920.05,214088.06999999998,2025 중국 iOS+AOS 추정 순매출,85386,"Shandong Zhendong Network Technology Co., Ltd.",博雅地方棋牌,Casino,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,103.8343,36.0611,False
Qingdao,칭다오,China,2,2,100470.99,140659.386,2025 중국 iOS+AOS 추정 순매출,383202,"华中科技大学电子音像出版社, QINGDAO WINTERSTART NETWORK CO.,LTD","鱼吃鱼, Bobo Mermaid Ocean Playhouse","Arcade, Simulation","Arcade .io 아케이드 街机 IO 캐주얼 IO游戏 아케이드 / IO 캐주얼 · 街机 / IO游戏 · Arcade / .io, Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life",120.3826,36.0671,True
Changsha,창사,China,1,4,92084.57,128918.39799999999,2025 중국 iOS+AOS 추정 순매출,66634,Rinzz Co. Ltd.,"Project: Muse, Muse Runner - Rhythmic parkour, Mika's Treasure 2 Collection, The Same World Collection","Arcade, Puzzle","Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Puzzle Other Puzzle 퍼즐 益智 기타 퍼즐 其他益智 퍼즐 / 기타 퍼즐 · 益智 / 其他益智 · Puzzle / Other Puzzle",112.9388,28.2282,True
Foshan,포산,China,1,1,90961.05,127345.47,2025 중국 iOS+AOS 추정 순매출,159536,江苏凤凰数字传媒有限公司,梦幻的城,Simulation,Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting,103.8343,36.0611,False
Fuzhou,푸저우,China,1,1,90452.97,126634.158,2025 중국 iOS+AOS 추정 순매출,66428,福州天盟数码有限公司,时光公主：戴珍珠耳环的少女,Lifestyle,Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story,119.2965,26.0745,True
Henan,허난,China,1,1,42260.09,59164.12599999999,2025 중국 iOS+AOS 추정 순매출,23548,"Henan Wanmei Interactive Network Technology Co., Ltd.",趣玩捕鱼-捕鱼大咖带你欢乐捕鱼，登陆领传奇炮台+翅膀,Casino,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,103.8343,36.0611,False
Quanzhou,취안저우,China,1,1,38806.99,54329.78599999999,2025 중국 iOS+AOS 추정 순매출,10955,"Quanzhou Sunday Mutual Entertainment Network Co., Ltd.",闽南麻将 — 旺旺出品,Casino,Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong,103.8343,36.0611,False
Zhuhai,주하이,China,2,2,31022.19,43431.06599999999,2025 중국 iOS+AOS 추정 순매출,1141,"Zhuhai Chuangjin Software Technology Co., Ltd., UMO工作室","侠战江湖, 小小首富-世界首富你来当","RPG, Simulation","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Simulation Idler 시뮬레이션 模拟经营 방치형 放置 시뮬레이션 / 방치형 · 模拟经营 / 放置 · Simulation / Idler",103.8343,36.0611,False
Harbin,하얼빈,China,1,1,12941.59,18118.226,2025 중국 iOS+AOS 추정 순매출,1645,方圆电子音像出版社有限责任公司,一花斗地主,Casino,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,103.8343,36.0611,False
Hubei,후베이,China,1,1,87.11,121.954,2025 중국 iOS+AOS 추정 순매출,6601,湖北卡游科技有限公司,斗棋麻将 - 湖北棋牌游戏全集,Casino,Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong,103.8343,36.0611,False
